Cpu usado (%),Memória usada (MiB)
8.25,2.16796875
8.333333333333334,24.78125
8.333333333333334,25.7265625
8.333333333333334,26.65234375
8.325000000000001,27.64453125
8.241666666666667,28.55078125
8.416666666666666,29.46484375
8.325000000000001,35.640625
8.333333333333334,35.640625
8.333333333333334,35.640625
8.325000000000001,35.640625
8.333333333333334,35.640625
8.416666666666666,35.640625
8.325000000000001,35.640625
8.5,35.734375
8.325000000000001,35.734375
8.325000000000001,35.734375
8.325000000000001,35.734375
8.325000000000001,35.734375
8.333333333333334,35.734375
8.333333333333334,35.7421875
8.333333333333334,35.7421875
8.325000000000001,35.7421875
8.333333333333334,35.7421875
8.333333333333334,35.7421875
8.333333333333334,35.7421875
8.325000000000001,35.7421875
8.5,35.7421875
8.416666666666666,35.7421875
8.325000000000001,35.7421875
8.333333333333334,35.7421875
8.5,35.7421875
8.325000000000001,35.7421875
8.333333333333334,35.7421875
8.333333333333334,35.7421875
8.333333333333334,35.7421875
8.325000000000001,35.7421875
8.333333333333334,35.7421875
8.333333333333334,35.7421875
8.333333333333334,35.7421875
8.325000000000001,35.7421875
8.333333333333334,35.7421875
8.333333333333334,35.7421875
8.333333333333334,35.7421875
8.325000000000001,35.7421875
8.5,35.7421875
8.333333333333334,35.7421875
8.333333333333334,35.7421875
8.325000000000001,35.75
8.333333333333334,35.75
8.416666666666666,35.75
8.333333333333334,35.75
8.333333333333334,35.75
8.333333333333334,35.75
8.333333333333334,35.75
8.325000000000001,35.76171875
8.333333333333334,35.76171875
8.333333333333334,35.76171875
8.333333333333334,35.76171875
8.333333333333334,35.76171875
8.416666666666666,35.76171875
8.491666666666667,54.20703125
8.333333333333334,54.20703125
8.333333333333334,54.20703125
8.325000000000001,54.20703125
8.325000000000001,54.20703125
8.333333333333334,54.20703125
8.325000000000001,54.20703125
8.333333333333334,54.20703125
8.325000000000001,54.20703125
8.333333333333334,54.20703125
8.491666666666667,54.20703125
8.333333333333334,54.20703125
8.333333333333334,54.20703125
8.333333333333334,54.20703125
8.333333333333334,54.20703125
8.333333333333334,54.20703125
8.416666666666666,54.20703125
8.333333333333334,54.20703125
8.333333333333334,54.20703125
8.333333333333334,54.20703125
8.325000000000001,54.20703125
8.325000000000001,54.20703125
8.5,54.20703125
8.333333333333334,54.20703125
8.333333333333334,54.20703125
8.333333333333334,54.20703125
8.333333333333334,54.20703125
8.333333333333334,54.20703125
8.333333333333334,54.20703125
8.333333333333334,54.20703125
8.333333333333334,54.20703125
8.333333333333334,54.20703125
8.333333333333334,54.20703125
8.325000000000001,54.20703125
8.333333333333334,54.20703125
8.491666666666667,54.20703125
8.325000000000001,54.20703125
8.333333333333334,54.20703125
8.333333333333334,54.20703125
8.166666666666666,54.20703125
8.333333333333334,54.20703125
8.333333333333334,54.20703125
8.333333333333334,54.20703125
8.333333333333334,54.20703125
8.325000000000001,54.20703125
8.325000000000001,54.20703125
8.325000000000001,54.20703125
8.325000000000001,54.20703125
8.325000000000001,54.20703125
