generation,best_element_fitness,population_fitness_std,time_to_run_generation
1,-3.0,1.141541063650362,6.7137980461120605
2,-3.0,1.1360563366312426,6.474728345870972
3,-2.0,1.0965400129498242,6.7466583251953125
4,-2.0,1.1004344596567301,6.723576784133911
5,-2.0,1.1043115502429555,6.7188355922698975
6,-1.0,1.0730796801729123,6.953209400177002
7,-1.0,1.0368722197069415,6.976911544799805
8,-1.0,1.0712142642814275,6.846481084823608
9,-2.0,0.9741026639938932,6.88558554649353
10,-1.0,1.0041991834292636,6.877839803695679
11,-2.0,1.0085137579626766,7.068404197692871
12,2.0,0.9467755805891912,7.23313307762146
13,-1.0,0.9475758544834287,7.0806944370269775
14,4.0,0.96850400102426,7.2585649490356445
15,1.0,0.9433981132056605,7.651458978652954
16,0.0,0.9162772506179557,7.232791185379028
17,-1.0,0.867296950300184,7.332610130310059
18,9.0,1.013372586959012,7.655778408050537
19,3.0,0.8943287985970261,7.384720802307129
20,12.0,1.014147918205229,7.60511040687561
21,7.0,0.9317596256545999,7.44767951965332
22,2.0,0.8970596412725298,7.287681341171265
23,1.0,0.8350784394294946,7.394447565078735
24,2.0,0.9076475086728328,7.4318037033081055
25,11.0,1.0178487117445303,7.89955472946167
26,0.0,0.8235921320653811,7.538545846939087
27,6.0,0.8697677851012878,7.611844539642334
28,4.0,0.8000099999375008,7.846322059631348
29,5.0,0.8535010251897768,7.728035926818848
30,0.0,0.891010662113535,7.397716999053955
31,3.0,0.8033405255556327,7.833450794219971
32,16.0,1.2139126821975295,8.089259386062622
33,2.0,0.775306391048081,7.846566677093506
34,15.0,1.0751744044572487,7.949747800827026
35,4.0,0.8505504100287061,7.576643705368042
36,4.0,0.797944860250381,8.091974020004272
37,1.0,0.7832521943793072,7.877156972885132
38,8.0,0.9123946514529774,7.809790134429932
39,9.0,0.9105075507649566,8.104065418243408
40,3.0,0.8224937689733584,7.7477867603302
41,3.0,0.7698805102092143,7.786448001861572
42,5.0,0.840521266833862,8.0158851146698
43,5.0,0.8161960548789733,7.886882543563843
44,0.0,0.7896201618499873,7.7334606647491455
45,15.0,1.1146228061546202,8.010459899902344
46,2.0,0.8156935699145851,7.956481695175171
47,35.0,1.7696677654294324,8.20604157447815
48,4.0,0.8536134956758825,8.043429851531982
49,10.0,0.9795917517006765,8.131715774536133
50,19.0,1.2065338785131565,8.245838165283203
51,28.0,1.506683775714068,8.4321768283844
52,7.0,0.855018128462783,7.989089727401733
