1,-241.86931757408496
500,-96.87889213984931
1000,-212.08734972888573
1500,-46.19947115219415
2000,-61.85578002603738
2500,-46.11426917523924
3000,-203.04020502911007
3500,-190.62707580138593
4000,-179.73549592645242
4500,-38.358502194553665
5000,-130.34520645525717
5500,-120.7956369118663
6000,-41.48111349827873
6500,-56.3758533919703
7000,-217.60384849618913
7500,-240.21630705737374
8000,-40.99132708369477
8500,-98.11009686593867
9000,-172.20820236050943
9500,-141.21230662998326
10000,-137.2026180324801
10500,-19.01093462117211
11000,-514.2353346257198
11500,-518.8061945058174
12000,-163.55585391300974
12500,-191.30657627680364
13000,-45.76186330606093
13500,-446.04825382676825
14000,-47.59822520312916
14500,-97.00659684660505
15000,-87.68185766007666
15500,21.808394673668346
16000,-153.09607941408103
16500,-26.03432695645327
17000,-260.3462546171804
17500,-41.99053870832971
18000,-1.5554238290412457
18500,-14.147295558983075
19000,8.279907810584518
19500,-171.39571711894357
20000,-60.33441646750231
