1,-247.35841695903775
500,-167.5976449716927
1000,-186.54434643985792
1500,-95.85289446576992
2000,-85.5700450899623
2500,-67.69856465221531
3000,-89.47944713211047
3500,-179.23504470321106
4000,-126.48598614049507
4500,-216.6031895291263
5000,-127.09936138599261
5500,-192.8671185161392
6000,-458.2025193750535
6500,-195.05649762831436
7000,-98.34146600945913
7500,-99.95895274744719
8000,-68.59555655053067
8500,-152.27775208866552
9000,-158.2448352621991
9500,-101.69065671087739
10000,-389.5026107610619
10500,-243.14073404372442
11000,-187.8548329726787
11500,-154.58535416385604
12000,-70.06854759712081
12500,-2.0794564518997447
13000,-8.495034091344138
13500,-210.05469247072458
14000,-147.29500199691876
14500,-30.61765899432379
15000,-41.19467137184296
15500,-217.59345375524404
16000,-101.80274032999588
16500,-124.90945621681537
17000,-245.41696471866393
17500,-103.48461521646612
18000,-95.67989203190226
18500,-62.128861755303646
19000,-88.7685705392672
19500,-108.47580587156467
20000,-100.0179866892654
20500,10.886355629724846
21000,29.19476319484741
21500,-44.12563879528369
22000,-84.34457934301523
22500,-74.67466280888932
23000,-7.804262134799259
23500,-119.6903980331261
24000,-48.98391751510637
24500,-146.85723927551703
25000,34.80066149588461
25500,-78.70721357791871
26000,-229.67117350113557
26500,-61.54436589451762
27000,-46.65607037101098
27500,-118.36813009023044
28000,-218.24759501095343
28500,-249.83359640946273
29000,20.256017823091753
29500,-225.5808644728092
30000,-13.074486050628352
30500,-282.96765823170006
31000,-10.77427642329431
31500,-234.5895987736987
32000,6.160311279632779
32500,-180.36196778327388
33000,-73.08237569614886
33500,-44.71801427727641
34000,-179.63965500803874
34500,-255.55457742688603
35000,-203.2869362305505
35500,-68.25795354749181
36000,-54.67544488018569
36500,-215.70891934637575
37000,-252.9877213270009
37500,-315.6547634723747
38000,-29.071757227128984
38500,-70.1772293893408
39000,12.044662296747447
39500,-276.61868240099693
40000,-4.046569911218469
40500,-208.15776387603862
41000,-113.91813049360854
41500,-540.3050691674079
42000,-77.99259536285382
42500,-100.05263066108057
43000,-4.592462864558186
43500,-137.66978457975992
44000,-34.691051429287896
44500,-138.67011189715987
45000,-18.803255149505077
45500,-212.57117241268435
46000,-71.98574243848756
46500,-221.60491508505928
47000,-237.41572627159343
47500,-214.03481574597453
48000,-98.46692666969864
48500,-26.808305789643768
49000,-32.58983128644857
49500,-190.42197593043886
50000,-9.564674077149036
50500,-320.86479160275184
51000,-222.64422390056347
51500,-146.33810236047685
52000,-267.2751400884851
52500,-198.42495860794276
53000,-67.57831609287143
53500,-40.256088373858105
54000,-42.00822560612886
54500,-162.0929197571803
55000,-237.23186413415513
55500,-90.24459273909733
56000,202.98076059247
56500,-138.3082132025386
57000,-50.64635335450303
57500,-217.49175155967583
58000,-56.55338941244493
58500,-231.44298984380745
59000,33.98643629768327
59500,-173.00496660659044
60000,-159.24467862684548
60500,-201.87221066597124
61000,-23.644015478360032
61500,-205.30741243307546
62000,-24.79788798287278
62500,30.094439137589745
63000,-185.93130374231058
63500,-11.699639175711695
64000,-45.4730835594711
64500,-28.601830469175013
65000,-377.7837060426343
65500,16.73184730990731
66000,24.33628494159565
66500,-175.79457206969647
67000,-35.141928908943
67500,-269.9356066320014
68000,9.980433362087552
68500,-554.1642065868209
69000,-82.12399628729602
69500,24.940644073327846
70000,-506.89555225915944
70500,-32.01481465769551
71000,-63.047732373378985
71500,-189.33251556244613
72000,-72.314840364921
72500,-13.869985201199398
73000,-26.506579801793507
73500,-203.20277252816783
74000,-288.2734200983518
74500,-38.82750829210694
75000,-179.63419670772674
75500,12.856328337405884
76000,-27.454876855413218
76500,-174.8432077635814
77000,-203.61388509682183
77500,-220.32753011680109
78000,-6.936894434257297
78500,-18.34036976697186
79000,-11.45621787196265
79500,-275.4467034878031
80000,-45.18576351052681
80500,-12.229623065430033
81000,-125.9276631715412
81500,-228.99495690473947
82000,-39.65088090711551
82500,0.6694145918107779
83000,-17.053569364711137
83500,-69.8357843059209
84000,-77.65493470543692
84500,-81.22157492029793
85000,-40.16954605029771
85500,-123.29694924298414
86000,-104.07812066921467
86500,-181.77859590967284
87000,-230.14743590081721
87500,-39.579677020071706
88000,-19.736792696616845
88500,-23.329763708794417
89000,-178.18922463026126
89500,-38.12156810759828
90000,-59.04503371718594
90500,-2.439298430476825
91000,-234.5948164722289
91500,-517.5605237603282
92000,-21.68703706065621
92500,10.370109452126783
93000,-172.68953304953988
93500,-19.566934461201768
94000,-9.650803308055245
94500,-29.68674816012367
95000,-175.9841054468714
95500,-77.71480530873905
96000,-219.30042273087514
96500,-40.55914411768835
97000,-33.997818617220645
97500,-42.67651276072472
98000,-4.496428653701315
98500,-10.027680578402922
99000,6.539325678198182
99500,-66.77623484797235
100000,36.09667884871564
