1,-297.73683184037793
500,-198.39596582897838
1000,-2.1232452097058143
1500,-121.47473340552655
2000,-174.00996226202858
2500,-119.94622549621391
3000,-99.79124188157606
3500,-55.68147322961548
4000,-91.97341932333816
4500,-71.64025690494188
5000,-263.6409544117494
5500,-63.07050419686773
6000,-254.88339532007402
6500,-129.71878514411708
7000,-62.16863946087042
7500,-268.48161782144007
8000,-170.80357187225667
8500,-12.919632591728316
9000,-100.56920959895717
9500,-181.29687164308598
10000,-63.17510348616928
10500,-5.519823916240412
11000,-100.86252492658451
11500,-14.90349314592153
12000,-23.841925288863507
12500,-0.43834752861656057
13000,-93.75766614525821
13500,-174.553117496858
14000,-26.3610184291598
14500,-172.4047126970848
15000,-41.403089218715735
15500,-219.71947510596493
16000,-30.862842976574115
16500,23.54515078152299
17000,-171.06414664754428
17500,-168.62750554575743
18000,-9.669043028650236
18500,-96.3243699041537
19000,-122.87230080530838
19500,-169.8856432152234
20000,-263.22902393724326
