1,-83.59983612561889
500,-151.38373728495662
1000,-160.17019391457526
1500,-158.1351813597699
2000,-291.4714115262434
2500,-147.23432650394184
3000,-161.75277531222054
3500,-281.0030023496088
4000,-147.3919461124009
4500,-246.25171962847637
5000,-108.99385425358483
5500,-75.2455888439311
6000,-59.27164191279459
6500,-226.7074069762457
7000,-180.17964158944432
7500,-304.729061516324
8000,-230.04427981819984
8500,-18.016725648463975
9000,-148.17968241556042
9500,-202.60438584959724
10000,-146.9334864812626
10500,-115.22985610210817
11000,-258.49992841325746
11500,-268.84592320654997
12000,-189.8060110846361
12500,-288.9774281299346
13000,-287.8283937480554
13500,-415.28432861547765
14000,-138.12347655156773
14500,-275.10658877125763
15000,-214.7885256216943
15500,-112.15153599466046
16000,-121.02019145361102
16500,-42.45917785639357
17000,-107.3509295135654
17500,-297.088685810753
18000,-214.9454949858478
18500,-117.85265418276238
19000,-311.61556266934474
19500,-266.32860563281656
20000,-159.67944252239312
