1,-332.6682775196519
500,-272.1558917910138
1000,-87.30094773068004
1500,-42.91252814166493
2000,-60.3805653125958
2500,-208.1407885936385
3000,-234.04415869805877
3500,-98.11785074496231
4000,-426.276119408787
4500,-155.30247989813046
5000,-222.639497337079
5500,-217.1543163477973
6000,-231.87758059990662
6500,-135.9231167582439
7000,-169.50050685131924
7500,-114.39947371964938
8000,-184.80340376861292
8500,-129.96315970510466
9000,-384.25949969063316
9500,-72.93185009951401
10000,-222.6927000242265
10500,-182.3017492417392
11000,-82.48705605963377
11500,-117.21189525975728
12000,-124.32738511690123
12500,-211.66264464584657
13000,-72.98294183341095
13500,-255.70548608769235
14000,-218.31749716564877
14500,-257.7565408869615
15000,-140.47367291046595
15500,-143.62942723161729
16000,-105.78675217854241
16500,-315.335205981394
17000,-197.82015372456848
17500,-108.83105772881252
18000,-293.7578801438837
18500,-259.83532880161624
19000,-136.67173871852185
19500,-95.80172514615452
20000,-218.7443863990416
