Cpu usado (%),Memória usada (MiB)
9.166666666666666,2.359375
10.241666666666667,80.25
14.566666666666668,93.77734375
12.075000000000001,93.87890625
11.908333333333333,94.046875
13.825000000000001,94.15234375
15.25,94.2421875
12.9,94.33203125
14.408333333333333,94.4140625
12.75,94.515625
13.25,94.609375
12.241666666666667,94.703125
10.241666666666667,94.78515625
11.583333333333334,94.87109375
11.408333333333333,94.96484375
11.75,95.0546875
11.325000000000001,95.15234375
12.166666666666666,95.23828125
14.491666666666667,95.33984375
10.916666666666666,95.4296875
12.575000000000001,95.515625
11.991666666666667,95.60546875
12.158333333333333,95.6953125
13.483333333333334,95.78515625
11.991666666666667,95.875
14.241666666666667,95.96875
11.241666666666667,96.05859375
12.333333333333334,96.15234375
13.5,96.2421875
13.583333333333334,96.328125
12.916666666666666,96.4140625
12.983333333333334,96.50390625
11.158333333333333,96.59375
12.575000000000001,96.68359375
15.825000000000001,96.76953125
10.491666666666667,96.8671875
14.575000000000001,96.953125
12.4,97.04296875
10.991666666666667,97.12890625
12.241666666666667,97.21484375
12.825000000000001,97.30078125
10.158333333333333,97.390625
13.166666666666666,97.47265625
10.0,97.56640625
11.5,97.65625
11.658333333333333,97.74609375
11.241666666666667,97.828125
10.825000000000001,97.91796875
11.825000000000001,98.0
13.075000000000001,98.09375
12.991666666666667,98.1796875
13.491666666666667,98.265625
12.733333333333334,98.34375
13.166666666666666,98.4375
14.666666666666666,98.51953125
12.416666666666666,98.609375
13.333333333333334,98.69921875
12.158333333333333,98.78515625
12.908333333333333,98.87109375
9.658333333333333,98.94921875
13.658333333333333,99.04296875
11.083333333333334,99.125
12.666666666666666,99.21875
12.583333333333334,99.30078125
12.166666666666666,99.390625
12.158333333333333,99.4765625
13.325000000000001,99.5625
12.658333333333333,99.640625
12.0,99.73046875
15.575000000000001,99.81640625
12.5,99.90625
11.408333333333333,99.98828125
17.825,100.07421875
11.583333333333334,100.15625
12.908333333333333,100.24609375
10.5,100.328125
14.825000000000001,168.5625
11.75,168.6484375
13.658333333333333,168.734375
12.25,168.8203125
16.0,168.90625
13.491666666666667,168.984375
13.25,169.0703125
12.25,169.15625
13.325000000000001,169.2421875
9.916666666666666,169.32421875
11.408333333333333,169.40625
11.491666666666667,169.49609375
11.241666666666667,169.57421875
11.9,169.6640625
11.583333333333334,169.75
12.575000000000001,169.83203125
11.575000000000001,169.9140625
16.325,169.99609375
15.075000000000001,170.0859375
13.816666666666668,170.171875
11.325000000000001,170.2578125
9.0,170.3359375
13.416666666666666,170.41796875
14.991666666666667,170.50390625
10.333333333333334,170.58203125
10.666666666666666,170.671875
13.075000000000001,170.75390625
13.908333333333333,170.8359375
11.408333333333333,170.91796875
10.166666666666666,171.00390625
11.991666666666667,171.08984375
10.333333333333334,171.16796875
11.241666666666667,171.25
11.825000000000001,171.3359375
12.075000000000001,171.41796875
12.658333333333333,171.49609375
10.325000000000001,171.578125
14.075000000000001,171.6640625
13.5,171.74609375
12.408333333333333,171.8359375
12.658333333333333,171.921875
11.416666666666666,172.00390625
9.908333333333333,172.0859375
13.908333333333333,172.1640625
13.325000000000001,172.24609375
10.75,172.33984375
13.233333333333334,172.41796875
11.583333333333334,172.50390625
13.991666666666667,172.5859375
11.666666666666666,172.66796875
9.833333333333334,172.75390625
14.325000000000001,172.83203125
10.991666666666667,172.91796875
10.833333333333334,173.0
14.4,173.07421875
11.991666666666667,173.16015625
11.75,173.23828125
12.491666666666667,173.32421875
11.75,173.40625
14.566666666666668,173.48828125
11.666666666666666,173.5703125
12.908333333333333,173.64453125
13.416666666666666,173.734375
9.908333333333333,173.81640625
11.666666666666666,173.8984375
11.075000000000001,173.984375
9.583333333333334,174.06640625
12.241666666666667,174.14453125
10.991666666666667,174.2265625
10.908333333333333,174.3125
11.075000000000001,174.390625
14.241666666666667,174.47265625
12.658333333333333,174.55078125
10.658333333333333,174.63671875
13.075000000000001,174.71875
13.491666666666667,174.796875
11.25,174.87890625
13.5,174.953125
12.333333333333334,175.0390625
14.825000000000001,175.125
12.408333333333333,175.19921875
10.241666666666667,175.28515625
11.75,175.36328125
14.325000000000001,175.44921875
13.408333333333333,175.52734375
10.241666666666667,175.61328125
12.241666666666667,175.6875
11.5,175.76953125
15.575000000000001,175.8515625
16.825,175.9375
10.408333333333333,176.01171875
12.25,176.09375
11.166666666666666,176.17578125
12.0,176.2578125
14.916666666666666,176.33203125
14.658333333333333,176.4140625
14.241666666666667,176.49609375
11.166666666666666,176.5703125
9.916666666666666,176.65625
12.75,176.734375
11.491666666666667,176.8203125
10.908333333333333,176.8984375
15.066666666666668,176.97265625
11.575000000000001,177.0546875
10.583333333333334,177.13671875
12.083333333333334,177.21875
13.241666666666667,177.296875
11.25,177.375
14.658333333333333,177.44921875
11.491666666666667,177.53125
12.325000000000001,177.609375
12.0,177.6875
13.408333333333333,177.76953125
13.233333333333334,177.8515625
14.658333333333333,177.93359375
10.741666666666667,178.01171875
11.408333333333333,178.08203125
11.0,178.16796875
13.658333333333333,178.24609375
12.075000000000001,178.328125
11.75,178.40625
11.833333333333334,178.48828125
11.908333333333333,178.56640625
12.316666666666668,178.64453125
13.0,178.72265625
13.408333333333333,178.796875
12.325000000000001,178.8828125
12.491666666666667,178.9609375
10.333333333333334,179.03515625
12.991666666666667,179.12109375
12.0,179.1953125
12.158333333333333,179.27734375
11.491666666666667,179.35546875
13.241666666666667,179.43359375
12.408333333333333,179.51171875
12.983333333333334,179.58984375
13.0,179.671875
11.241666666666667,179.74609375
9.325000000000001,179.82421875
11.408333333333333,179.90234375
11.75,179.984375
11.166666666666666,180.05859375
12.158333333333333,180.140625
12.408333333333333,180.22265625
12.408333333333333,180.30078125
11.166666666666666,180.37890625
15.166666666666666,180.45703125
11.083333333333334,180.53125
11.241666666666667,180.6171875
13.5,180.6875
10.166666666666666,180.76953125
12.908333333333333,180.84765625
14.825000000000001,180.921875
14.166666666666666,181.00390625
12.241666666666667,181.078125
11.991666666666667,181.15625
11.075000000000001,181.23828125
11.658333333333333,181.31640625
11.65,181.39453125
14.5,181.47265625
9.666666666666666,181.546875
10.741666666666667,181.62109375
11.0,181.703125
11.75,181.77734375
11.25,181.86328125
12.583333333333334,181.9375
12.416666666666666,182.01171875
10.666666666666666,182.09375
13.416666666666666,182.16796875
13.583333333333334,182.25
11.241666666666667,182.32421875
15.666666666666666,182.40234375
10.408333333333333,182.4765625
14.666666666666666,182.55859375
11.575000000000001,182.63671875
12.416666666666666,182.7109375
12.908333333333333,182.7890625
12.75,182.86328125
13.483333333333334,182.9375
11.241666666666667,183.015625
15.325000000000001,183.09375
12.491666666666667,183.17578125
11.408333333333333,183.24609375
12.416666666666666,183.3203125
11.158333333333333,183.40234375
12.825000000000001,183.48046875
11.833333333333334,183.5546875
12.158333333333333,183.62890625
11.5,183.70703125
11.083333333333334,183.78125
10.75,183.8515625
13.416666666666666,183.92578125
13.583333333333334,184.0
9.916666666666666,184.07421875
12.658333333333333,184.14453125
11.825000000000001,184.22265625
11.658333333333333,184.296875
11.158333333333333,184.37109375
11.491666666666667,184.44140625
14.075000000000001,184.5234375
12.25,184.58984375
10.916666666666666,184.66796875
11.333333333333334,184.74609375
13.575000000000001,184.8125
11.416666666666666,184.8828125
12.408333333333333,184.9609375
14.333333333333334,185.03515625
11.916666666666666,185.109375
13.575000000000001,185.18359375
11.408333333333333,185.25390625
11.491666666666667,185.32421875
12.408333333333333,185.40234375
12.158333333333333,185.47265625
10.408333333333333,185.546875
10.5,185.62109375
12.9,185.6875
11.5,185.76171875
12.325000000000001,185.83203125
12.825000000000001,185.9140625
12.325000000000001,185.98046875
13.575000000000001,186.0546875
15.075000000000001,186.125
13.075000000000001,186.19921875
8.908333333333333,186.27734375
11.0,186.34765625
12.658333333333333,186.421875
11.583333333333334,186.4921875
